
*************************************************************
                       POINT NUMBER = 1
*************************************************************
DyFeO3                  ref        calc    error^2    %P.R.E.
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3907     0.3897  1.0568e-06    0.26
cell(3_y)              0.1504     0.1510  3.3756e-07    0.39
cell(3_z)              0.3791     0.3811  3.9760e-06    0.53
cell(4_x)              0.3907     0.3895  1.4090e-06    0.30
cell(4_y)              0.1504     0.1509  2.0976e-07    0.30
cell(4_z)              0.3791     0.3812  4.3723e-06    0.55
cell(Volume)        1329.1858  1343.9164  2.1699e+02    1.11
cell(a)               10.9950    11.0355  1.6377e-03    0.37
cell(b)               10.9950    11.0355  1.6377e-03    0.37
cell(c)               10.9950    11.0355  1.6377e-03    0.37
-------------------------------------------------------------
TmFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0691     0.0411  7.8523e-04   40.55
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4810     0.4914  1.0772e-04    2.16
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4559     0.4496  4.0006e-05    1.39
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6148     0.6020  1.6440e-04    2.09
cell(4_x)              0.3057     0.2976  6.5044e-05    2.64
cell(4_y)              0.0587     0.0545  1.7239e-05    7.07
cell(4_z)              0.1907     0.2001  8.8981e-05    4.95
cell(5_x)              0.4559     0.4492  4.4769e-05    1.47
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6148     0.6022  1.5884e-04    2.05
cell(6_x)              0.3057     0.2979  6.1262e-05    2.56
cell(6_y)              0.0587     0.0547  1.5713e-05    6.75
cell(6_z)              0.1907     0.2002  9.0193e-05    4.98
cell(Volume)         222.0563   223.1965  1.3001e+00    0.51
cell(a)                5.5760     5.4649  1.2340e-02    1.99
cell(b)                7.5840     7.6457  3.8010e-03    0.81
cell(c)                5.2510     5.3418  8.2488e-03    1.73
-------------------------------------------------------------
Tm2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9661     0.9711  2.4631e-05    0.51
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3890     0.3899  8.8360e-07    0.24
cell(3_y)              0.1540     0.1510  8.9461e-06    1.94
cell(3_z)              0.3790     0.3810  3.9561e-06    0.52
cell(4_x)              0.3890     0.3898  5.9753e-07    0.20
cell(4_y)              0.1540     0.1509  9.7344e-06    2.03
cell(4_z)              0.3790     0.3811  4.4352e-06    0.56
cell(Volume)        1154.5848  1158.7757  1.7564e+01    0.36
cell(a)               10.4908    10.5035  1.6073e-04    0.12
cell(b)               10.4908    10.5035  1.6073e-04    0.12
cell(c)               10.4908    10.5035  1.6073e-04    0.12
-------------------------------------------------------------
YbFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0708     0.0405  9.1894e-04   42.82
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4806     0.4918  1.2475e-04    2.32
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4537     0.4515  4.9908e-06    0.49
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6169     0.5998  2.9279e-04    2.77
cell(4_x)              0.3077     0.2972  1.1075e-04    3.42
cell(4_y)              0.0599     0.0533  4.3257e-05   10.98
cell(4_z)              0.1886     0.2006  1.4506e-04    6.39
cell(5_x)              0.4537     0.4511  6.7808e-06    0.57
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6169     0.6000  2.8534e-04    2.74
cell(6_x)              0.3077     0.2974  1.0593e-04    3.34
cell(6_y)              0.0599     0.0535  4.0858e-05   10.67
cell(6_z)              0.1886     0.2007  1.4636e-04    6.41
cell(Volume)         221.1158   224.4560  1.1158e+01    1.51
cell(a)                5.5686     5.4752  8.7262e-03    1.68
cell(b)                7.5843     7.6546  4.9472e-03    0.93
cell(c)                5.2355     5.3556  1.4423e-02    2.29
-------------------------------------------------------------
Yb2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9675     0.9710  1.2503e-05    0.37
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3902     0.3899  7.3441e-08    0.07
cell(3_y)              0.1532     0.1510  4.7961e-06    1.43
cell(3_z)              0.3804     0.3810  3.5402e-07    0.16
cell(4_x)              0.3902     0.3898  1.9097e-07    0.11
cell(4_y)              0.1532     0.1509  5.3731e-06    1.51
cell(4_z)              0.3804     0.3811  5.0552e-07    0.19
cell(Volume)        1136.5858  1174.1714  1.4127e+03    3.31
cell(a)               10.4360    10.5498  1.2948e-02    1.09
cell(b)               10.4360    10.5498  1.2948e-02    1.09
cell(c)               10.4360    10.5498  1.2948e-02    1.09
-------------------------------------------------------------
YFeO3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0680     0.0384  8.7474e-04   43.49
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4811     0.4924  1.2878e-04    2.36
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4614     0.4507  1.1513e-04    2.33
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6109     0.6007  1.0394e-04    1.67
cell(4_x)              0.3069     0.2979  8.1505e-05    2.94
cell(4_y)              0.0583     0.0537  2.1418e-05    7.94
cell(4_z)              0.1927     0.1999  5.1941e-05    3.74
cell(5_x)              0.4614     0.4503  1.2250e-04    2.40
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6109     0.6010  9.8268e-05    1.62
cell(6_x)              0.3069     0.2981  7.7282e-05    2.86
cell(6_y)              0.0583     0.0539  1.9669e-05    7.61
cell(6_z)              0.1927     0.1999  5.2273e-05    3.75
cell(Volume)         224.7610   226.0043  1.5458e+00    0.55
cell(a)                5.5957     5.4793  1.3548e-02    2.08
cell(b)                7.6046     7.6861  6.6346e-03    1.07
cell(c)                5.2819     5.3665  7.1506e-03    1.60
-------------------------------------------------------------
Y2O3                    ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2825     0.2783  1.7834e-05    1.49
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.0978     0.0989  1.2210e-06    1.13
cell(3_y)              0.3587     0.3597  1.0692e-06    0.29
cell(3_z)              0.1305     0.1309  1.6892e-07    0.31
cell(4_x)              0.0978     0.0990  1.4811e-06    1.24
cell(4_y)              0.3587     0.3599  1.3948e-06    0.33
cell(4_z)              0.1305     0.1310  2.8409e-07    0.41
cell(Volume)        1192.3311  1177.8938  2.0844e+02    1.21
cell(a)               10.6039    10.5609  1.8467e-03    0.41
cell(b)               10.6039    10.5609  1.8467e-03    0.41
cell(c)               10.6039    10.5609  1.8467e-03    0.41
-------------------------------------------------------------
Fe2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2850     0.2781  4.6964e-05    2.40
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.1290     0.1402  1.2632e-04    8.71
cell(3_y)              0.1470     0.1308  2.6315e-04   11.04
cell(3_z)              0.9165     0.9009  2.4211e-04    1.70
cell(4_x)              0.1290     0.1400  1.2175e-04    8.55
cell(4_y)              0.1470     0.1310  2.5757e-04   10.92
cell(4_z)              0.9165     0.9008  2.4699e-04    1.71
cell(Volume)         828.7298   816.0023  1.6199e+02    1.54
cell(a)                9.3930     9.3447  2.3362e-03    0.51
cell(b)                9.3930     9.3447  2.3362e-03    0.51
cell(c)                9.3930     9.3447  2.3362e-03    0.51
-------------------------------------------------------------
GdFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4372     0.4651  7.7562e-04    6.37
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0156     0.0058  9.6158e-05   62.86
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5328     0.5349  4.4100e-06    0.39
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6005     0.5831  3.0144e-04    2.89
cell(4_x)              0.1984     0.2073  7.9068e-05    4.48
cell(4_y)              0.0506     0.0441  4.1693e-05   12.76
cell(4_z)              0.3043     0.2944  9.8943e-05    3.27
cell(5_x)              0.5328     0.5353  6.2550e-06    0.47
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6005     0.5834  2.9392e-04    2.85
cell(6_x)              0.1984     0.2071  7.5882e-05    4.39
cell(6_y)              0.0506     0.0443  3.9589e-05   12.43
cell(6_z)              0.3043     0.2944  9.8704e-05    3.26
cell(Volume)         230.1715   232.4721  5.2925e+00    1.00
cell(a)                5.6110     5.5301  6.5391e-03    1.44
cell(b)                7.6690     7.7212  2.7294e-03    0.68
cell(c)                5.3490     5.4444  9.0956e-03    1.78
-------------------------------------------------------------
Gd2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9685     0.9706  4.3015e-06    0.21
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3884     0.3897  1.7662e-06    0.34
cell(3_y)              0.1515     0.1510  2.6522e-07    0.34
cell(3_z)              0.3787     0.3811  5.6122e-06    0.63
cell(4_x)              0.3884     0.3896  1.3596e-06    0.30
cell(4_y)              0.1515     0.1509  4.1088e-07    0.42
cell(4_z)              0.3787     0.3812  6.1058e-06    0.65
cell(Volume)        1266.1264  1284.0025  3.1956e+02    1.41
cell(a)               10.8183    10.8690  2.5681e-03    0.47
cell(b)               10.8183    10.8690  2.5681e-03    0.47
cell(c)               10.8183    10.8690  2.5681e-03    0.47
-------------------------------------------------------------
TbFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0641     0.0308  1.1063e-03   51.89
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4840     0.4953  1.2798e-04    2.34
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4640     0.4698  3.3189e-05    1.24
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6035     0.5775  6.7434e-04    4.30
cell(4_x)              0.3026     0.2907  1.4047e-04    3.92
cell(4_y)              0.0538     0.0410  1.6476e-04   23.86
cell(4_z)              0.1950     0.2079  1.6523e-04    6.59
cell(5_x)              0.4640     0.4694  2.8977e-05    1.16
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6035     0.5778  6.6157e-04    4.26
cell(6_x)              0.3026     0.2909  1.3656e-04    3.86
cell(6_y)              0.0538     0.0411  1.6073e-04   23.57
cell(6_z)              0.1950     0.2078  1.6404e-04    6.57
cell(Volume)         227.7998   236.7081  7.9359e+01    3.91
cell(a)                5.6020     5.5520  2.4961e-03    0.89
cell(b)                7.6350     7.7728  1.8999e-02    1.81
cell(c)                5.3260     5.4851  2.5299e-02    2.99
-------------------------------------------------------------
Tb2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.3333     0.3333  0.0000e+00    0.00
cell(1_y)              0.6667     0.6667  0.0000e+00    0.00
cell(1_z)              0.2498     0.2487  1.1621e-06    0.43
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.3333     0.3333  0.0000e+00    0.00
cell(3_y)              0.6667     0.6667  0.0000e+00    0.00
cell(3_z)              0.6464     0.6614  2.2605e-04    2.33
cell(4_x)              0.0000     0.0000  0.0000e+00    0.00
cell(4_y)              0.0000     0.0000  0.0000e+00    0.00
cell(4_z)              0.0000     0.0000  0.0000e+00    0.00
cell(5_x)              0.3333     0.3333  0.0000e+00    0.00
cell(5_y)              0.6667     0.6667  0.0000e+00    0.00
cell(5_z)              0.6464     0.6621  2.4514e-04    2.42
cell(Volume)          70.0075    76.5098  4.2279e+01    9.29
cell(a)                3.7149     3.8012  7.4448e-03    2.32
cell(b)                3.7149     3.8012  7.4448e-03    2.32
cell(c)                5.8576     6.1143  6.5909e-02    4.38
Objective Function = 5.989003e+06
Average Percentage Relative Error = 5.926134e+00

*************************************************************
                       POINT NUMBER = 506
*************************************************************
DyFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0665     0.9627  8.0319e-01 1347.68
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
